Date,FG-Code,LST,Monat.Jahr,Fachrichtung,postal,online,Gesamt,Year,Bundesland_pretty
2023-10,,ÖGK-S,Okt.23,Gesamt,8476.0,9785.0,18261.0,2023,Salzburg
2023-11,5.0,ÖGK-S,Nov.23,FA für Haut- und Geschlechtskrankheiten,1225.0,954.0,2179.0,2023,Salzburg
2023-11,6.0,ÖGK-S,Nov.23,FA für Frauenheilkunde und Geburtshilfe,2670.0,2505.0,5175.0,2023,Salzburg
2023-11,7.0,ÖGK-S,Nov.23,FA für Innere Medizin,1234.0,977.0,2211.0,2023,Salzburg
2023-11,8.0,ÖGK-S,Nov.23,FA für Kinder- und Jugendheilkunde,568.0,1909.0,2477.0,2023,Salzburg
2023-11,9.0,ÖGK-S,Nov.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",297.0,512.0,809.0,2023,Salzburg
2023-11,10.0,ÖGK-S,Nov.23,FA für Lungenkrankheiten,140.0,274.0,414.0,2023,Salzburg
2023-11,11.0,ÖGK-S,Nov.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,,,0.0,2023,Salzburg
2023-11,12.0,ÖGK-S,Nov.23,FA für Orthopädie und orthopädische Chirurgie,1104.0,743.0,1847.0,2023,Salzburg
2023-11,13.0,ÖGK-S,Nov.23,FA für Physikalische Medizin,30.0,26.0,56.0,2023,Salzburg
2023-11,14.0,ÖGK-S,Nov.23,FA für Radiologie,74.0,48.0,122.0,2023,Salzburg
2023-11,15.0,ÖGK-S,Nov.23,FA für Unfallchirurgie,371.0,270.0,641.0,2023,Salzburg
2023-11,16.0,ÖGK-S,Nov.23,FA für Urologie,222.0,146.0,368.0,2023,Salzburg
2023-11,18.0,ÖGK-S,Nov.23,FA für Neurochirurgie,122.0,52.0,174.0,2023,Salzburg
2023-11,19.0,ÖGK-S,Nov.23,FA für Neurologie,346.0,137.0,483.0,2023,Salzburg
2023-11,20.0,ÖGK-S,Nov.23,FA für Psychiatrie,1.0,127.0,128.0,2023,Salzburg
2023-11,21.0,ÖGK-S,Nov.23,FA für Plastische Chirurgie,11.0,12.0,23.0,2023,Salzburg
2023-11,22.0,ÖGK-S,Nov.23,FA für Kinderchirurgie,,1.0,1.0,2023,Salzburg
2023-11,23.0,ÖGK-S,Nov.23,"FA für Mund., Kiefer- und Gesichtschirurgie",39.0,15.0,54.0,2023,Salzburg
2023-11,24.0,ÖGK-S,Nov.23,FA für Nuklearmedizin,23.0,25.0,48.0,2023,Salzburg
2023-11,26.0,ÖGK-S,Nov.23,FA für Strahlentherapie - Radioonkologie,,,0.0,2023,Salzburg
2023-11,29.0,ÖGK-S,Nov.23,FA für Immunologie,,,0.0,2023,Salzburg
2023-11,32.0,ÖGK-S,Nov.23,FA für Kinder- und Jugendpsychiatrie,,,0.0,2023,Salzburg
2023-11,34.0,ÖGK-S,Nov.23,FA für medizinische Biologie,,,0.0,2023,Salzburg
2023-11,50.0,ÖGK-S,Nov.23,FA für medizinische und chemische Labordiagnostik,6.0,6.0,12.0,2023,Salzburg
2023-11,53.0,ÖGK-S,Nov.23,FA für Pathologie und Histologie,,,0.0,2023,Salzburg
2023-11,55.0,ÖGK-S,Nov.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,0.0,2023,Salzburg
2023-11,,ÖGK-S,Nov.23,Gesamt,11483.0,12217.0,23700.0,2023,Salzburg
2023-12,5.0,ÖGK-S,Dez.23,FA für Haut- und Geschlechtskrankheiten,847.0,672.0,1519.0,2023,Salzburg
2023-12,6.0,ÖGK-S,Dez.23,FA für Frauenheilkunde und Geburtshilfe,2331.0,1928.0,4259.0,2023,Salzburg
2023-12,7.0,ÖGK-S,Dez.23,FA für Innere Medizin,823.0,719.0,1542.0,2023,Salzburg
2023-12,8.0,ÖGK-S,Dez.23,FA für Kinder- und Jugendheilkunde,396.0,1304.0,1700.0,2023,Salzburg
2023-12,9.0,ÖGK-S,Dez.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",214.0,319.0,533.0,2023,Salzburg
2023-12,10.0,ÖGK-S,Dez.23,FA für Lungenkrankheiten,124.0,141.0,265.0,2023,Salzburg
2023-12,11.0,ÖGK-S,Dez.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,,1.0,1.0,2023,Salzburg
2023-12,12.0,ÖGK-S,Dez.23,FA für Orthopädie und orthopädische Chirurgie,816.0,518.0,1334.0,2023,Salzburg
2023-12,13.0,ÖGK-S,Dez.23,FA für Physikalische Medizin,26.0,22.0,48.0,2023,Salzburg
2023-12,14.0,ÖGK-S,Dez.23,FA für Radiologie,65.0,35.0,100.0,2023,Salzburg
2023-12,15.0,ÖGK-S,Dez.23,FA für Unfallchirurgie,212.0,148.0,360.0,2023,Salzburg
2023-12,16.0,ÖGK-S,Dez.23,FA für Urologie,110.0,86.0,196.0,2023,Salzburg
2023-12,18.0,ÖGK-S,Dez.23,FA für Neurochirurgie,77.0,32.0,109.0,2023,Salzburg
2023-12,19.0,ÖGK-S,Dez.23,FA für Neurologie,244.0,80.0,324.0,2023,Salzburg
2023-12,20.0,ÖGK-S,Dez.23,FA für Psychiatrie,2.0,255.0,257.0,2023,Salzburg
2023-12,21.0,ÖGK-S,Dez.23,FA für Plastische Chirurgie,14.0,16.0,30.0,2023,Salzburg
2023-12,22.0,ÖGK-S,Dez.23,FA für Kinderchirurgie,1.0,,1.0,2023,Salzburg
2023-12,23.0,ÖGK-S,Dez.23,"FA für Mund., Kiefer- und Gesichtschirurgie",31.0,9.0,40.0,2023,Salzburg
2023-12,24.0,ÖGK-S,Dez.23,FA für Nuklearmedizin,30.0,52.0,82.0,2023,Salzburg
2023-12,26.0,ÖGK-S,Dez.23,FA für Strahlentherapie - Radioonkologie,,,0.0,2023,Salzburg
2023-12,29.0,ÖGK-S,Dez.23,FA für Immunologie,,,0.0,2023,Salzburg
2023-12,32.0,ÖGK-S,Dez.23,FA für Kinder- und Jugendpsychiatrie,,1.0,1.0,2023,Salzburg
2023-12,34.0,ÖGK-S,Dez.23,FA für medizinische Biologie,,,0.0,2023,Salzburg
2023-12,50.0,ÖGK-S,Dez.23,FA für medizinische und chemische Labordiagnostik,3.0,2.0,5.0,2023,Salzburg
2023-12,53.0,ÖGK-S,Dez.23,FA für Pathologie und Histologie,,,0.0,2023,Salzburg
2023-12,55.0,ÖGK-S,Dez.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,0.0,2023,Salzburg
2023-12,,ÖGK-S,Dez.23,Gesamt,8428.0,8722.0,17150.0,2023,Salzburg
2023-01,5.0,ÖGK-ST,Jän.23,FA für Haut- und Geschlechtskrankheiten,3360.0,1311.0,4671.0,2023,Steiermark
2023-01,6.0,ÖGK-ST,Jän.23,FA für Frauenheilkunde und Geburtshilfe,5144.0,7135.0,12279.0,2023,Steiermark
2023-01,7.0,ÖGK-ST,Jän.23,FA für Innere Medizin,2945.0,1827.0,4772.0,2023,Steiermark
2023-01,8.0,ÖGK-ST,Jän.23,FA für Kinder- und Jugendheilkunde,2030.0,2034.0,4064.0,2023,Steiermark
2023-01,9.0,ÖGK-ST,Jän.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",1098.0,1135.0,2233.0,2023,Steiermark
2023-01,10.0,ÖGK-ST,Jän.23,FA für Lungenkrankheiten,74.0,41.0,115.0,2023,Steiermark
2023-01,11.0,ÖGK-ST,Jän.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,382.0,128.0,510.0,2023,Steiermark
2023-01,12.0,ÖGK-ST,Jän.23,FA für Orthopädie und orthopädische Chirurgie,2139.0,1651.0,3790.0,2023,Steiermark
2023-01,13.0,ÖGK-ST,Jän.23,FA für Physikalische Medizin,48.0,31.0,79.0,2023,Steiermark
2023-01,14.0,ÖGK-ST,Jän.23,FA für Radiologie,239.0,85.0,324.0,2023,Steiermark
2023-01,15.0,ÖGK-ST,Jän.23,FA für Unfallchirurgie,541.0,323.0,864.0,2023,Steiermark
2023-01,16.0,ÖGK-ST,Jän.23,FA für Urologie,722.0,658.0,1380.0,2023,Steiermark
2023-01,18.0,ÖGK-ST,Jän.23,FA für Neurochirurgie,53.0,59.0,112.0,2023,Steiermark
2023-01,19.0,ÖGK-ST,Jän.23,FA für Neurologie,610.0,412.0,1022.0,2023,Steiermark
2023-01,20.0,ÖGK-ST,Jän.23,FA für Psychiatrie,921.0,545.0,1466.0,2023,Steiermark
2023-01,21.0,ÖGK-ST,Jän.23,FA für Plastische Chirurgie,30.0,23.0,53.0,2023,Steiermark
2023-01,22.0,ÖGK-ST,Jän.23,FA für Kinderchirurgie,29.0,12.0,41.0,2023,Steiermark
2023-01,23.0,ÖGK-ST,Jän.23,"FA für Mund., Kiefer- und Gesichtschirurgie",6.0,,6.0,2023,Steiermark
2023-01,24.0,ÖGK-ST,Jän.23,FA für Nuklearmedizin,89.0,51.0,140.0,2023,Steiermark
2023-01,26.0,ÖGK-ST,Jän.23,FA für Strahlentherapie - Radioonkologie,,2.0,2.0,2023,Steiermark
2023-01,29.0,ÖGK-ST,Jän.23,FA für Immunologie,,1.0,1.0,2023,Steiermark
2023-01,32.0,ÖGK-ST,Jän.23,FA für Kinder- und Jugendpsychiatrie,25.0,19.0,44.0,2023,Steiermark
2023-01,34.0,ÖGK-ST,Jän.23,FA für medizinische Biologie,,,0.0,2023,Steiermark
2023-01,50.0,ÖGK-ST,Jän.23,FA für medizinische und chemische Labordiagnostik,4.0,6.0,10.0,2023,Steiermark
2023-01,53.0,ÖGK-ST,Jän.23,FA für Pathologie und Histologie,,,0.0,2023,Steiermark
2023-01,55.0,ÖGK-ST,Jän.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,0.0,2023,Steiermark
2023-01,,ÖGK-ST,Jän.23,Gesamt,27525.0,23481.0,51006.0,2023,Steiermark
2023-02,5.0,ÖGK-ST,Feb.23,FA für Haut- und Geschlechtskrankheiten,3584.0,884.0,4468.0,2023,Steiermark
2023-02,6.0,ÖGK-ST,Feb.23,FA für Frauenheilkunde und Geburtshilfe,5168.0,3703.0,8871.0,2023,Steiermark
2023-02,7.0,ÖGK-ST,Feb.23,FA für Innere Medizin,3251.0,1278.0,4529.0,2023,Steiermark
2023-02,8.0,ÖGK-ST,Feb.23,FA für Kinder- und Jugendheilkunde,2200.0,1591.0,3791.0,2023,Steiermark
2023-02,9.0,ÖGK-ST,Feb.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",1302.0,869.0,2171.0,2023,Steiermark
2023-02,10.0,ÖGK-ST,Feb.23,FA für Lungenkrankheiten,105.0,57.0,162.0,2023,Steiermark
2023-02,11.0,ÖGK-ST,Feb.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,478.0,95.0,573.0,2023,Steiermark
2023-02,12.0,ÖGK-ST,Feb.23,FA für Orthopädie und orthopädische Chirurgie,2326.0,1303.0,3629.0,2023,Steiermark
2023-02,13.0,ÖGK-ST,Feb.23,FA für Physikalische Medizin,56.0,26.0,82.0,2023,Steiermark
2023-02,14.0,ÖGK-ST,Feb.23,FA für Radiologie,232.0,44.0,276.0,2023,Steiermark
2023-02,15.0,ÖGK-ST,Feb.23,FA für Unfallchirurgie,473.0,151.0,624.0,2023,Steiermark
2023-02,16.0,ÖGK-ST,Feb.23,FA für Urologie,1080.0,566.0,1646.0,2023,Steiermark
2023-02,18.0,ÖGK-ST,Feb.23,FA für Neurochirurgie,53.0,52.0,105.0,2023,Steiermark
2023-02,19.0,ÖGK-ST,Feb.23,FA für Neurologie,771.0,271.0,1042.0,2023,Steiermark
2023-02,20.0,ÖGK-ST,Feb.23,FA für Psychiatrie,1031.0,339.0,1370.0,2023,Steiermark
2023-02,21.0,ÖGK-ST,Feb.23,FA für Plastische Chirurgie,23.0,14.0,37.0,2023,Steiermark
2023-02,22.0,ÖGK-ST,Feb.23,FA für Kinderchirurgie,49.0,8.0,57.0,2023,Steiermark
2023-02,23.0,ÖGK-ST,Feb.23,"FA für Mund., Kiefer- und Gesichtschirurgie",6.0,,6.0,2023,Steiermark
2023-02,24.0,ÖGK-ST,Feb.23,FA für Nuklearmedizin,102.0,36.0,138.0,2023,Steiermark
2023-02,26.0,ÖGK-ST,Feb.23,FA für Strahlentherapie - Radioonkologie,,,0.0,2023,Steiermark
2023-02,29.0,ÖGK-ST,Feb.23,FA für Immunologie,,,0.0,2023,Steiermark
2023-02,32.0,ÖGK-ST,Feb.23,FA für Kinder- und Jugendpsychiatrie,22.0,7.0,29.0,2023,Steiermark
2023-02,34.0,ÖGK-ST,Feb.23,FA für medizinische Biologie,,,0.0,2023,Steiermark
2023-02,50.0,ÖGK-ST,Feb.23,FA für medizinische und chemische Labordiagnostik,9.0,3.0,12.0,2023,Steiermark
2023-02,53.0,ÖGK-ST,Feb.23,FA für Pathologie und Histologie,,,0.0,2023,Steiermark
2023-02,55.0,ÖGK-ST,Feb.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,0.0,2023,Steiermark
2023-02,,ÖGK-ST,Feb.23,Gesamt,30874.0,15829.0,46703.0,2023,Steiermark
2023-03,5.0,ÖGK-ST,Mär.23,FA für Haut- und Geschlechtskrankheiten,4413.0,1043.0,5456.0,2023,Steiermark
2023-03,6.0,ÖGK-ST,Mär.23,FA für Frauenheilkunde und Geburtshilfe,5961.0,5732.0,11693.0,2023,Steiermark
2023-03,7.0,ÖGK-ST,Mär.23,FA für Innere Medizin,4054.0,2155.0,6209.0,2023,Steiermark
2023-03,8.0,ÖGK-ST,Mär.23,FA für Kinder- und Jugendheilkunde,3581.0,2767.0,6348.0,2023,Steiermark
2023-03,9.0,ÖGK-ST,Mär.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",1709.0,1012.0,2721.0,2023,Steiermark
2023-03,10.0,ÖGK-ST,Mär.23,FA für Lungenkrankheiten,111.0,62.0,173.0,2023,Steiermark
2023-03,11.0,ÖGK-ST,Mär.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,554.0,97.0,651.0,2023,Steiermark
2023-03,12.0,ÖGK-ST,Mär.23,FA für Orthopädie und orthopädische Chirurgie,3421.0,1808.0,5229.0,2023,Steiermark
2023-03,13.0,ÖGK-ST,Mär.23,FA für Physikalische Medizin,71.0,32.0,103.0,2023,Steiermark
2023-03,14.0,ÖGK-ST,Mär.23,FA für Radiologie,282.0,66.0,348.0,2023,Steiermark
2023-03,15.0,ÖGK-ST,Mär.23,FA für Unfallchirurgie,685.0,324.0,1009.0,2023,Steiermark
2023-03,16.0,ÖGK-ST,Mär.23,FA für Urologie,1170.0,705.0,1875.0,2023,Steiermark
2023-03,18.0,ÖGK-ST,Mär.23,FA für Neurochirurgie,60.0,89.0,149.0,2023,Steiermark
2023-03,19.0,ÖGK-ST,Mär.23,FA für Neurologie,865.0,322.0,1187.0,2023,Steiermark
2023-03,20.0,ÖGK-ST,Mär.23,FA für Psychiatrie,1500.0,588.0,2088.0,2023,Steiermark
2023-03,21.0,ÖGK-ST,Mär.23,FA für Plastische Chirurgie,45.0,28.0,73.0,2023,Steiermark
2023-03,22.0,ÖGK-ST,Mär.23,FA für Kinderchirurgie,36.0,14.0,50.0,2023,Steiermark
2023-03,23.0,ÖGK-ST,Mär.23,"FA für Mund., Kiefer- und Gesichtschirurgie",12.0,,12.0,2023,Steiermark
2023-03,24.0,ÖGK-ST,Mär.23,FA für Nuklearmedizin,144.0,71.0,215.0,2023,Steiermark
2023-03,26.0,ÖGK-ST,Mär.23,FA für Strahlentherapie - Radioonkologie,,,0.0,2023,Steiermark
2023-03,29.0,ÖGK-ST,Mär.23,FA für Immunologie,,,0.0,2023,Steiermark
2023-03,32.0,ÖGK-ST,Mär.23,FA für Kinder- und Jugendpsychiatrie,31.0,22.0,53.0,2023,Steiermark
2023-03,34.0,ÖGK-ST,Mär.23,FA für medizinische Biologie,,,0.0,2023,Steiermark
2023-03,50.0,ÖGK-ST,Mär.23,FA für medizinische und chemische Labordiagnostik,4.0,6.0,10.0,2023,Steiermark
2023-03,53.0,ÖGK-ST,Mär.23,FA für Pathologie und Histologie,,,0.0,2023,Steiermark
2023-03,55.0,ÖGK-ST,Mär.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,1.0,,1.0,2023,Steiermark
2023-03,,ÖGK-ST,Mär.23,Gesamt,40008.0,25704.0,65712.0,2023,Steiermark
2023-04,5.0,ÖGK-ST,Apr.23,FA für Haut- und Geschlechtskrankheiten,3056.0,1153.0,4209.0,2023,Steiermark
2023-04,6.0,ÖGK-ST,Apr.23,FA für Frauenheilkunde und Geburtshilfe,4981.0,4389.0,9370.0,2023,Steiermark
2023-04,7.0,ÖGK-ST,Apr.23,FA für Innere Medizin,3146.0,1732.0,4878.0,2023,Steiermark
2023-04,8.0,ÖGK-ST,Apr.23,FA für Kinder- und Jugendheilkunde,1873.0,2115.0,3988.0,2023,Steiermark
2023-04,9.0,ÖGK-ST,Apr.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",1488.0,949.0,2437.0,2023,Steiermark
2023-04,10.0,ÖGK-ST,Apr.23,FA für Lungenkrankheiten,71.0,37.0,108.0,2023,Steiermark
2023-04,11.0,ÖGK-ST,Apr.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,497.0,101.0,598.0,2023,Steiermark
2023-04,12.0,ÖGK-ST,Apr.23,FA für Orthopädie und orthopädische Chirurgie,2290.0,1549.0,3839.0,2023,Steiermark
2023-04,13.0,ÖGK-ST,Apr.23,FA für Physikalische Medizin,91.0,25.0,116.0,2023,Steiermark
2023-04,14.0,ÖGK-ST,Apr.23,FA für Radiologie,252.0,55.0,307.0,2023,Steiermark
2023-04,15.0,ÖGK-ST,Apr.23,FA für Unfallchirurgie,678.0,313.0,991.0,2023,Steiermark
2023-04,16.0,ÖGK-ST,Apr.23,FA für Urologie,812.0,598.0,1410.0,2023,Steiermark
2023-04,18.0,ÖGK-ST,Apr.23,FA für Neurochirurgie,56.0,60.0,116.0,2023,Steiermark
2023-04,19.0,ÖGK-ST,Apr.23,FA für Neurologie,642.0,238.0,880.0,2023,Steiermark
2023-04,20.0,ÖGK-ST,Apr.23,FA für Psychiatrie,1060.0,537.0,1597.0,2023,Steiermark
2023-04,21.0,ÖGK-ST,Apr.23,FA für Plastische Chirurgie,29.0,26.0,55.0,2023,Steiermark
2023-04,22.0,ÖGK-ST,Apr.23,FA für Kinderchirurgie,39.0,8.0,47.0,2023,Steiermark
2023-04,23.0,ÖGK-ST,Apr.23,"FA für Mund., Kiefer- und Gesichtschirurgie",9.0,,9.0,2023,Steiermark
2023-04,24.0,ÖGK-ST,Apr.23,FA für Nuklearmedizin,109.0,41.0,150.0,2023,Steiermark
2023-04,26.0,ÖGK-ST,Apr.23,FA für Strahlentherapie - Radioonkologie,,,0.0,2023,Steiermark
2023-04,29.0,ÖGK-ST,Apr.23,FA für Immunologie,,,0.0,2023,Steiermark
2023-04,32.0,ÖGK-ST,Apr.23,FA für Kinder- und Jugendpsychiatrie,54.0,24.0,78.0,2023,Steiermark
2023-04,34.0,ÖGK-ST,Apr.23,FA für medizinische Biologie,,,0.0,2023,Steiermark
2023-04,50.0,ÖGK-ST,Apr.23,FA für medizinische und chemische Labordiagnostik,9.0,6.0,15.0,2023,Steiermark
2023-04,53.0,ÖGK-ST,Apr.23,FA für Pathologie und Histologie,,,0.0,2023,Steiermark
2023-04,55.0,ÖGK-ST,Apr.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,0.0,2023,Steiermark
2023-04,,ÖGK-ST,Apr.23,Gesamt,30232.0,19730.0,49962.0,2023,Steiermark
2023-05,5.0,ÖGK-ST,Mai.23,FA für Haut- und Geschlechtskrankheiten,2708.0,1494.0,4202.0,2023,Steiermark
2023-05,6.0,ÖGK-ST,Mai.23,FA für Frauenheilkunde und Geburtshilfe,4797.0,5769.0,10566.0,2023,Steiermark
2023-05,7.0,ÖGK-ST,Mai.23,FA für Innere Medizin,3114.0,2202.0,5316.0,2023,Steiermark
2023-05,8.0,ÖGK-ST,Mai.23,FA für Kinder- und Jugendheilkunde,1992.0,2373.0,4365.0,2023,Steiermark
2023-05,9.0,ÖGK-ST,Mai.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",1729.0,1238.0,2967.0,2023,Steiermark
2023-05,10.0,ÖGK-ST,Mai.23,FA für Lungenkrankheiten,69.0,35.0,104.0,2023,Steiermark
2023-05,11.0,ÖGK-ST,Mai.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,352.0,103.0,455.0,2023,Steiermark
2023-05,12.0,ÖGK-ST,Mai.23,FA für Orthopädie und orthopädische Chirurgie,1870.0,1704.0,3574.0,2023,Steiermark
2023-05,13.0,ÖGK-ST,Mai.23,FA für Physikalische Medizin,64.0,26.0,90.0,2023,Steiermark
2023-05,14.0,ÖGK-ST,Mai.23,FA für Radiologie,198.0,77.0,275.0,2023,Steiermark
2023-05,15.0,ÖGK-ST,Mai.23,FA für Unfallchirurgie,413.0,292.0,705.0,2023,Steiermark
2023-05,16.0,ÖGK-ST,Mai.23,FA für Urologie,835.0,710.0,1545.0,2023,Steiermark
2023-05,18.0,ÖGK-ST,Mai.23,FA für Neurochirurgie,55.0,71.0,126.0,2023,Steiermark
2023-05,19.0,ÖGK-ST,Mai.23,FA für Neurologie,614.0,333.0,947.0,2023,Steiermark
2023-05,20.0,ÖGK-ST,Mai.23,FA für Psychiatrie,937.0,596.0,1533.0,2023,Steiermark
2023-05,21.0,ÖGK-ST,Mai.23,FA für Plastische Chirurgie,50.0,36.0,86.0,2023,Steiermark
2023-05,22.0,ÖGK-ST,Mai.23,FA für Kinderchirurgie,15.0,12.0,27.0,2023,Steiermark
2023-05,23.0,ÖGK-ST,Mai.23,"FA für Mund., Kiefer- und Gesichtschirurgie",7.0,,7.0,2023,Steiermark
2023-05,24.0,ÖGK-ST,Mai.23,FA für Nuklearmedizin,163.0,81.0,244.0,2023,Steiermark
2023-05,26.0,ÖGK-ST,Mai.23,FA für Strahlentherapie - Radioonkologie,,,0.0,2023,Steiermark
2023-05,29.0,ÖGK-ST,Mai.23,FA für Immunologie,,1.0,1.0,2023,Steiermark
2023-05,32.0,ÖGK-ST,Mai.23,FA für Kinder- und Jugendpsychiatrie,10.0,12.0,22.0,2023,Steiermark
2023-05,34.0,ÖGK-ST,Mai.23,FA für medizinische Biologie,,,0.0,2023,Steiermark
2023-05,50.0,ÖGK-ST,Mai.23,FA für medizinische und chemische Labordiagnostik,4.0,5.0,9.0,2023,Steiermark
2023-05,53.0,ÖGK-ST,Mai.23,FA für Pathologie und Histologie,,1.0,1.0,2023,Steiermark
2023-05,55.0,ÖGK-ST,Mai.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,0.0,2023,Steiermark
2023-05,,ÖGK-ST,Mai.23,Gesamt,29588.0,23659.0,53247.0,2023,Steiermark
2023-06,5.0,ÖGK-ST,Jun.23,FA für Haut- und Geschlechtskrankheiten,2792.0,1577.0,4369.0,2023,Steiermark
2023-06,6.0,ÖGK-ST,Jun.23,FA für Frauenheilkunde und Geburtshilfe,4996.0,5635.0,10631.0,2023,Steiermark
2023-06,7.0,ÖGK-ST,Jun.23,FA für Innere Medizin,3488.0,2250.0,5738.0,2023,Steiermark
2023-06,8.0,ÖGK-ST,Jun.23,FA für Kinder- und Jugendheilkunde,2162.0,2079.0,4241.0,2023,Steiermark
2023-06,9.0,ÖGK-ST,Jun.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",2190.0,1080.0,3270.0,2023,Steiermark
2023-06,10.0,ÖGK-ST,Jun.23,FA für Lungenkrankheiten,33.0,35.0,68.0,2023,Steiermark
2023-06,11.0,ÖGK-ST,Jun.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,389.0,112.0,501.0,2023,Steiermark
2023-06,12.0,ÖGK-ST,Jun.23,FA für Orthopädie und orthopädische Chirurgie,1589.0,1699.0,3288.0,2023,Steiermark
2023-06,13.0,ÖGK-ST,Jun.23,FA für Physikalische Medizin,69.0,28.0,97.0,2023,Steiermark
2023-06,14.0,ÖGK-ST,Jun.23,FA für Radiologie,253.0,68.0,321.0,2023,Steiermark
2023-06,15.0,ÖGK-ST,Jun.23,FA für Unfallchirurgie,496.0,308.0,804.0,2023,Steiermark
2023-06,16.0,ÖGK-ST,Jun.23,FA für Urologie,700.0,609.0,1309.0,2023,Steiermark
2023-06,18.0,ÖGK-ST,Jun.23,FA für Neurochirurgie,73.0,47.0,120.0,2023,Steiermark
2023-06,19.0,ÖGK-ST,Jun.23,FA für Neurologie,472.0,321.0,793.0,2023,Steiermark
2023-06,20.0,ÖGK-ST,Jun.23,FA für Psychiatrie,1174.0,554.0,1728.0,2023,Steiermark
2023-06,21.0,ÖGK-ST,Jun.23,FA für Plastische Chirurgie,38.0,33.0,71.0,2023,Steiermark
2023-06,22.0,ÖGK-ST,Jun.23,FA für Kinderchirurgie,26.0,2.0,28.0,2023,Steiermark
2023-06,23.0,ÖGK-ST,Jun.23,"FA für Mund., Kiefer- und Gesichtschirurgie",2.0,,2.0,2023,Steiermark
2023-06,24.0,ÖGK-ST,Jun.23,FA für Nuklearmedizin,165.0,62.0,227.0,2023,Steiermark
2023-06,26.0,ÖGK-ST,Jun.23,FA für Strahlentherapie - Radioonkologie,,,0.0,2023,Steiermark
2023-06,29.0,ÖGK-ST,Jun.23,FA für Immunologie,,2.0,2.0,2023,Steiermark
2023-06,32.0,ÖGK-ST,Jun.23,FA für Kinder- und Jugendpsychiatrie,52.0,21.0,73.0,2023,Steiermark
2023-06,34.0,ÖGK-ST,Jun.23,FA für medizinische Biologie,,,0.0,2023,Steiermark
2023-06,50.0,ÖGK-ST,Jun.23,FA für medizinische und chemische Labordiagnostik,4.0,8.0,12.0,2023,Steiermark
2023-06,53.0,ÖGK-ST,Jun.23,FA für Pathologie und Histologie,,2.0,2.0,2023,Steiermark
2023-06,55.0,ÖGK-ST,Jun.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,0.0,2023,Steiermark
2023-06,,ÖGK-ST,Jun.23,Gesamt,30786.0,22331.0,53117.0,2023,Steiermark
2023-07,5.0,ÖGK-ST,Jul.23,FA für Haut- und Geschlechtskrankheiten,5513.0,1770.0,7283.0,2023,Steiermark
2023-07,6.0,ÖGK-ST,Jul.23,FA für Frauenheilkunde und Geburtshilfe,4743.0,5942.0,10685.0,2023,Steiermark
2023-07,7.0,ÖGK-ST,Jul.23,FA für Innere Medizin,3328.0,2277.0,5605.0,2023,Steiermark
2023-07,8.0,ÖGK-ST,Jul.23,FA für Kinder- und Jugendheilkunde,2116.0,2586.0,4702.0,2023,Steiermark
2023-07,9.0,ÖGK-ST,Jul.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",1883.0,1253.0,3136.0,2023,Steiermark
2023-07,10.0,ÖGK-ST,Jul.23,FA für Lungenkrankheiten,45.0,32.0,77.0,2023,Steiermark
2023-07,11.0,ÖGK-ST,Jul.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,348.0,153.0,501.0,2023,Steiermark
2023-07,12.0,ÖGK-ST,Jul.23,FA für Orthopädie und orthopädische Chirurgie,2446.0,1964.0,4410.0,2023,Steiermark
2023-07,13.0,ÖGK-ST,Jul.23,FA für Physikalische Medizin,79.0,38.0,117.0,2023,Steiermark
2023-07,14.0,ÖGK-ST,Jul.23,FA für Radiologie,244.0,74.0,318.0,2023,Steiermark
2023-07,15.0,ÖGK-ST,Jul.23,FA für Unfallchirurgie,531.0,380.0,911.0,2023,Steiermark
2023-07,16.0,ÖGK-ST,Jul.23,FA für Urologie,1695.0,718.0,2413.0,2023,Steiermark
